#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0250D,16000,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,2200.0,,2200.0,3295.6,
0250D,16000,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,1391.0,1391.0,1391.0,
0250D,16000,62400,ELEMENTOS DE TRANSPORTE,,,,,
0250D,16100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",95.0,,95.0,,
0250D,16100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,71.0,,71.0,865.64,
0250D,16100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,95.0,,95.0,,
0250D,16100,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,,,,,
0250D,16100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1500.0,,1500.0,93.13,
0250D,16100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",85.5,,85.5,,
0250D,16100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1500.0,,1500.0,167.46,
0250D,16100,22103,COMBUSTIBLES Y CARBURANTES,2360.0,,2360.0,,
0250D,16100,22109,ÚTILES Y HERRAMIENTAS,85.5,,85.5,,
0250D,16100,22199,OTROS SUMINISTROS,85.5,,85.5,,
0250D,16100,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,632.69,
0250D,16100,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",750.0,,750.0,,
0250D,16100,22699,OTROS GASTOS DIVERSOS,3332.52,,3332.52,,
0250D,16100,22703,SERVICIOS POSTALES Y MENSAJERÍA,190.0,,190.0,,
0250D,16100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,34060.67,,34060.67,25280.77,
0250D,16100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,71.0,,71.0,,
0250D,16100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,190.0,,190.0,,
0250D,16100,60900,OTRAS INVERSIONES NUEVAS EN INFR EST. Y BIENES DE USO GNRAL.,25000.0,,25000.0,,
0250D,16100,61900,OTRAS REPOSICIONES DE USO GENERAL,,,,,
0250D,16100,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,1100.0,,1100.0,,
0250E,15102,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",500.0,,500.0,,
0250E,15102,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,500.0,,500.0,918.25,
0250E,15102,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1500.0,,1500.0,1499.96,
0250E,15102,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,10000.0,,10000.0,14992.58,
0250E,15102,22104,VESTUARIO,,,,,
0250E,15102,22109,ÚTILES Y HERRAMIENTAS,5000.0,,5000.0,,
0250E,15102,22199,OTROS SUMINISTROS,,,,89.7,
0250E,15102,22300,GASTOS DE TRANSPORTES,,,,65.27,
0250E,15102,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",5500.0,,5500.0,14902.96,
0250E,15102,22697,OTROS GASTOS DIVERSOS. INDEMNIZACIONES POR SENTENCIAS,15750.0,-9079.74,6670.26,,
0250E,15102,22699,OTROS GASTOS DIVERSOS,5000.0,-2572.98,2427.02,,
0250E,15102,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,10000.0,,10000.0,535.0,
0250E,15102,22790,EJECUCIONES SUBSIDIARIAS,120000.0,,120000.0,51656.71,
0250E,15102,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,79250.0,,79250.0,,
0250E,15102,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,2500.0,,2500.0,,
0250E,15102,23010,DIETAS DEL PERSONAL DIRECTIVO,1000.0,,1000.0,,
0250E,15102,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,,
0250E,15102,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,2500.0,,2500.0,,
0250E,15102,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,1500.0,,1500.0,,
0250E,15102,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2000.0,,2000.0,47.12,
0250E,15102,35200,INTERESES DE DEMORA,10000.0,,10000.0,4423.58,
0250E,15102,61900,OTRAS REPOSICIONES DE USO GENERAL,,,,,
0250E,15102,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,8100.01,8100.01,,
0251A,15320,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,200.0,,200.0,,
0251A,15320,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,200.0,,200.0,,
0251A,15320,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,400.0,,400.0,3576.91,
0251A,15320,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",180.0,,180.0,,
0251A,15320,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,500.0,,500.0,,
0251A,15320,22199,OTROS SUMINISTROS,250.0,,250.0,,
0251A,15320,22300,GASTOS DE TRANSPORTES,400.0,,400.0,,
0251A,15320,22602,PUBLICIDAD Y PROPAGANDA,250.0,,250.0,1140.62,
0251A,15320,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,,404.01,
0251A,15320,22699,OTROS GASTOS DIVERSOS,1815.0,,1815.0,201.74,
0251A,15320,22701,SEGURIDAD,,,,1072.78,
0251A,15320,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,1055.0,,1055.0,,
0251A,15320,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,400.0,,400.0,597.55,
0251A,15320,23020,DIETAS DEL PERSONAL NO DIRECTIVO,250.0,,250.0,354.6,
0251A,15320,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1850.0,,1850.0,284.56,
0251A,15320,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,100.0,,100.0,136.34,
0251B,15320,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,,,,237.34,
0251B,15320,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4450000.0,531.48,4450531.48,4427687.98,
0251B,15320,61900,OTRAS REPOSICIONES DE USO GENERAL,,,,,
0251B,15390,63100,INVERSIONES DE REPOSICIÓN EN TERRENOS Y BIENES NATURALES,,152086.38,152086.38,151000.0,
0350A,13300,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,28317.2,,28317.2,,
0350A,13300,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23015.52,,23015.52,11507.76,
0350A,13300,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,69121.92,,69121.92,60481.68,
0350A,13300,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,14382.0,,14382.0,,
0350A,13300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,52588.16,,52588.16,37863.88,
0350A,13300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,70675.2,,70675.2,36866.35,
0350A,13300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,137652.48,-61157.53,76494.95,74156.56,
0350A,13300,12300,RESIDENCIA PERSONAL FUNCIONARIO,20866.08,,20866.08,11392.8,
0350A,13300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,9956.28,,9956.28,60975.8,
0350A,13300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,10609.56,,10609.56,75277.68,
0350A,13300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,64178.4,,64178.4,65952.67,
0350A,13300,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,337845.86,,337845.86,368525.53,
0350A,16500,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,34523.28,,34523.28,11507.76,
0350A,16500,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,,
0350A,16500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,20755.92,,20755.92,5253.2,
0350A,16500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,27329.52,,27329.52,5276.4,
0350A,16500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,57093.12,-40000.0,17093.12,11854.08,
0350A,16500,12300,RESIDENCIA PERSONAL FUNCIONARIO,7821.6,,7821.6,1682.4,
0350A,16500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,61736.98,,61736.98,246383.71,
0350A,16500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,66859.44,,66859.44,258335.44,
0350A,16500,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,755495.08,,755495.08,515756.63,
0350A,16500,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,34574.48,,34574.48,36205.46,
0350A,17100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,,
0350A,17100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,10340.24,,10340.24,8640.24,
0350A,17100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,7407.9,13000.0,20407.9,5296.94,
0350A,17100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,9475.56,,9475.56,4199.16,
0350A,17100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,19111.68,-11854.08,7257.6,7257.6,
0350A,17100,12300,RESIDENCIA PERSONAL FUNCIONARIO,3069.6,,3069.6,1387.2,
0350A,17100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,23611.86,,23611.86,39514.9,
0350A,17100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,24421.2,,24421.2,38823.12,
0350A,17100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,241109.46,,241109.46,189696.87,
0350A,17100,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,164803.92,,164803.92,168845.05,
0350A,17200,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,,13308.6,13308.6,
0350A,17200,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,7671.84,
0350A,17200,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,25920.72,,25920.72,6689.22,
0350A,17200,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7191.0,,7191.0,,
0350A,17200,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,22552.64,,22552.64,15255.91,
0350A,17200,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,29912.4,,29912.4,13993.92,
0350A,17200,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,59270.4,-26988.39,32282.01,32282.01,
0350A,17200,12300,RESIDENCIA PERSONAL FUNCIONARIO,9045.84,,9045.84,4254.04,
0350A,17200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,1700.0,,1700.0,38090.33,
0350A,17200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,20233.62,20233.62,40467.24,
0350A,17200,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,69148.96,24051.52,93200.48,56809.19,
0350A,31100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,,13308.6,13308.6,
0350A,31100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,11507.76,
0350A,31100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,34560.96,,34560.96,17280.48,
0350A,31100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,24269.24,15000.0,39269.24,21366.49,
0350A,31100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,32370.36,,32370.36,22053.12,
0350A,31100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,66769.92,,66769.92,46206.72,
0350A,31100,12300,RESIDENCIA PERSONAL FUNCIONARIO,9289.68,,9289.68,6515.28,
0350A,31100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,24678.44,,24678.44,51471.13,
0350A,31100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,30820.68,,30820.68,64475.52,
0350A,31100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,170375.32,,170375.32,154925.28,
0350A,31100,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,60004.08,3118.7,63122.78,64737.84,
0350A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,114575.4,,114575.4,68661.47,
0350A,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,25920.72,,25920.72,24062.6,
0350A,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,16082.0,,16082.0,14382.0,
0350A,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,15234.66,,15234.66,19124.42,
0350A,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,19917.72,,19917.72,19014.67,
0350A,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,34836.48,,34836.48,33171.65,
0350A,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,6448.32,,6448.32,6150.0,
0350A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,141447.36,,141447.36,267076.61,
0350A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,151436.16,,151436.16,262587.02,
0350A,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,691077.06,,691077.06,460491.98,
0350A,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,152296.34,,152296.34,155646.7,
0350A,93300,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,-7920.22,9360.26,8849.28,
0350A,93300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,7716.58,,7716.58,6290.34,
0350A,93300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,10317.24,-3849.23,6468.01,6219.67,
0350A,93300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,21047.04,-7539.84,13507.2,13020.76,
0350A,93300,12300,RESIDENCIA PERSONAL FUNCIONARIO,2774.4,-1271.6,1502.8,1420.76,
0350A,93300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,38411.18,,38411.18,39445.28,
0350A,93300,13500,RETRIBUCIONES LABORAL INDEFINIDO A PUESTO FUNCIONARIO,34574.48,,34574.48,34911.42,
0350B,13300,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,500.0,,500.0,,
0350B,13300,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,30934.83,,30934.83,41433.2,
0350B,13300,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,681.42,,681.42,2579.16,
0350B,13300,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",,,,43.92,
0350B,13300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,692.55,,692.55,1062.51,
0350B,13300,22104,VESTUARIO,270.75,,270.75,,
0350B,13300,22602,PUBLICIDAD Y PROPAGANDA,500.0,,500.0,,
0350B,13300,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,1993.41,
0350B,13300,22699,OTROS GASTOS DIVERSOS,24950.0,,24950.0,,
0350B,13300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1465709.23,,1465709.23,1465610.52,
0350B,13300,23020,DIETAS DEL PERSONAL NO DIRECTIVO,270.75,,270.75,,
0350B,13300,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,490.47,,490.47,,
0350B,44000,44900,OTRAS SUBV. A ENTES PÚBL. Y SOC. MERCANTILES DEL AYTO.,9250000.0,,9250000.0,9250000.0,
0350B,44000,46700,TRANSFERENCIAS CORRIENTES A CONSORCIOS,3150000.0,,3150000.0,3050688.76,
0350B,44000,85090,RESTO DE ADQ DE ACCIONES DENTRO DEL SECTOR PÚBLICO,518869.7,,518869.7,518869.7,
0350C,13000,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,292421.58,,292421.58,234346.62,
0350C,13000,22103,COMBUSTIBLES Y CARBURANTES,252000.0,,252000.0,179286.79,
0350C,13600,62400,ELEMENTOS DE TRANSPORTE,,401250.0,401250.0,,401250.0
0350C,16500,22103,COMBUSTIBLES Y CARBURANTES,42000.0,,42000.0,24578.03,
0350C,17100,22103,COMBUSTIBLES Y CARBURANTES,8160.0,,8160.0,4888.11,
0350C,92000,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,104033.79,,104033.79,80616.36,
0350C,92000,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,215043.56,,215043.56,201865.83,
0350C,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,112.35,
0350C,92000,22103,COMBUSTIBLES Y CARBURANTES,114000.0,,114000.0,69275.0,
0350C,92000,22104,VESTUARIO,1000.0,,1000.0,2800.99,
0350C,92000,22401,PRIMAS DE SEGUROS. VEHÍCULOS,85550.67,,85550.67,82367.02,
0350C,92000,22700,LIMPIEZA Y ASEO,95790.4,,95790.4,95790.36,
0350D,92000,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,6400.0,,6400.0,6337.74,
0350D,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,11080.0,,11080.0,7490.0,
0350D,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,351.5,
0350D,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,486.83,
0350D,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,400.0,,400.0,400.0,
0350D,92000,22104,VESTUARIO,7700.0,,7700.0,6947.8,
0350D,92000,22109,ÚTILES Y HERRAMIENTAS,3520.0,-3000.0,520.0,499.6,
0350D,92000,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1400.0,,1400.0,1391.89,
0350D,92000,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,3000.0,3000.0,,
0350E,17200,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1500.0,,1500.0,,
0350E,17200,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,1872.5,
0350E,17200,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,,,,355.8,
0350E,17200,20900,CÁNONES,,,,24.89,
0350E,17200,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,,,,24040.77,
0350E,17200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,,
0350E,17200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1500.0,-1200.0,300.0,,
0350E,17200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000.0,,5000.0,2989.92,
0350E,17200,22111,"SUMINISTROS DE REPUESTOS DE MAQ., UTILLAJE Y ELEM. TRANSP.",16500.0,,16500.0,,
0350E,17200,22199,OTROS SUMINISTROS,14000.0,,14000.0,5843.69,
0350E,17200,22602,PUBLICIDAD Y PROPAGANDA,,,,2138.4,
0350E,17200,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,1718.26,
0350E,17200,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,,355.34,
0350E,17200,22610,CUOTAS FEDERACIÓN DE MUNICIPIOS,3000.0,,3000.0,2700.0,
0350E,17200,22699,OTROS GASTOS DIVERSOS,2000.0,,2000.0,7269.68,
0350E,17200,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,358663.69,,358663.69,300213.06,
0350E,17200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,2000.0,-1500.0,500.0,,
0350E,17200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,3000.0,-2185.99,814.01,,
0350E,17200,41000,TRANSF. CORRIENTES A LOS ORG. AUTÓNOMOS DE LA ENT. LOCAL,225000.0,,225000.0,225000.0,
0350E,17210,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,42336.31,,42336.31,,
0351A,31100,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,3308.95,
0351A,31100,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,,,,478.14,
0351A,31100,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,,,,2081.15,
0351A,31100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,117.7,
0351A,31100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,510.0,,510.0,1206.2,
0351A,31100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1020.0,,1020.0,2544.92,
0351A,31100,22104,VESTUARIO,3060.0,,3060.0,3037.0,
0351A,31100,22109,ÚTILES Y HERRAMIENTAS,2040.0,,2040.0,2039.99,
0351A,31100,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1020.0,,1020.0,3954.92,
0351A,31100,22113,MANUTENCIÓN DE ANIMALES,1938.0,,1938.0,603.0,
0351A,31100,22199,OTROS SUMINISTROS,61496.2,,61496.2,55161.1,
0351A,31100,22602,PUBLICIDAD Y PROPAGANDA,8670.0,,8670.0,1519.4,
0351A,31100,22699,OTROS GASTOS DIVERSOS,80943.64,-42000.0,38943.64,27118.02,
0351A,31100,22701,SEGURIDAD,,,,1125.0,
0351A,31100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,244302.16,,244302.16,246488.85,
0351A,31100,24000,GASTOS DE EDICIÓN Y DISTRIBUCIÓN,,,,246.1,
0351A,31100,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INST. SIN FINES DE LUCRO,,42000.0,42000.0,38500.0,
0352A,17100,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",2000.0,,2000.0,,
0352A,17100,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,2000.0,,2000.0,6947.14,
0352A,17100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",8500.0,,8500.0,,
0352A,17100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,600.0,,600.0,,
0352A,17100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1500.0,,1500.0,1115.64,
0352A,17100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",500.0,,500.0,,
0352A,17100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1500.0,,1500.0,,
0352A,17100,22101,AGUA,2499454.83,1336964.07,3836418.9,3955864.72,
0352A,17100,22104,VESTUARIO,1500.0,,1500.0,,
0352A,17100,22109,ÚTILES Y HERRAMIENTAS,1500.0,,1500.0,734.02,
0352A,17100,22199,OTROS SUMINISTROS,2500.0,,2500.0,,
0352A,17100,22201,COMUNICACIONES POSTALES,100.0,,100.0,,
0352A,17100,22602,PUBLICIDAD Y PROPAGANDA,400.0,,400.0,,
0352A,17100,22699,OTROS GASTOS DIVERSOS,1033.39,,1033.39,498.0,
0352A,17100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,1000.0,,1000.0,,
0352A,17100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,12700511.78,471725.46,13172237.24,11501488.39,
0352A,17100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,200.0,,200.0,,
0352A,17100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,200.0,,200.0,,
0352A,17100,35200,INTERESES DE DEMORA,,4478.22,4478.22,4478.22,
0352A,17100,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,25761.24,25761.24,25761.24,
0352B,16210,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,54411.17,,54411.17,36890.86,
0352B,16210,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,3230048.18,,3230048.18,1769783.2,
0352B,16210,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,84761.15,,84761.15,86293.63,
0352B,16210,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,1909367.22,,1909367.22,1358768.41,
0352B,16210,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,80775.08,,80775.08,6247.08,
0352B,16210,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,138347.31,,138347.31,1057557.18,
0352B,16210,13101,SUSTITUCIONES I.T. LABORALES,29721.86,,29721.86,95889.3,
0352B,16210,13102,OTRAS REMUNERACIONES PERSONAL LABORAL TEMPORAL,101911.14,,101911.14,864032.49,
0352B,16210,13103,OTRAS RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,,,,
0352B,16210,16000,SEGURIDAD SOCIAL,1764045.12,,1764045.12,1543915.71,
0352B,16210,16205,SEGUROS,8404.35,,8404.35,,
0352B,16210,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,110607.23,,110607.23,91776.52,
0352B,16210,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,3786.0,,3786.0,3589.89,
0352B,16210,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,159500.0,,159500.0,14996.61,
0352B,16210,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,12475.0,,12475.0,11637.05,
0352B,16210,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",34500.0,,34500.0,,
0352B,16210,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,367501.34,,367501.34,378132.33,
0352B,16210,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,797.15,
0352B,16210,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,6500.0,,6500.0,2485.07,
0352B,16210,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000.0,,2000.0,1496.96,
0352B,16210,22103,COMBUSTIBLES Y CARBURANTES,1164750.0,,1164750.0,681095.37,
0352B,16210,22104,VESTUARIO,91937.95,,91937.95,91935.81,
0352B,16210,22109,ÚTILES Y HERRAMIENTAS,11886.03,,11886.03,11885.94,
0352B,16210,22110,PRODUCTOS DE LIMPIEZA Y ASEO,6500.0,,6500.0,7000.67,
0352B,16210,22200,SERVICIOS DE TELECOMUNICACIONES,12500.0,,12500.0,1916.41,
0352B,16210,22401,PRIMAS DE SEGUROS. VEHÍCULOS,17000.0,,17000.0,28689.72,
0352B,16210,22502,TRIBUTOS DE LAS ENTIDADES LOCALES,3459554.96,,3459554.96,,
0352B,16210,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,1503.72,
0352B,16210,22606,"REUNIONES, CONFERENCIAS Y CURSOS",5750.0,,5750.0,3348.0,
