#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0250B,15101,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,1500.0,,1500.0,,
0250B,15101,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,18000.0,,18000.0,15995.49,
0250B,15101,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",7500.0,,7500.0,274.04,
0250B,15101,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,20000.0,,20000.0,11999.86,
0250B,15101,22109,ÚTILES Y HERRAMIENTAS,1500.0,,1500.0,,
0250B,15101,22602,PUBLICIDAD Y PROPAGANDA,2000.0,,2000.0,,
0250B,15101,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",5500.0,,5500.0,37783.57,
0250B,15101,22697,INDEMNIZACIONES POR SENTENCIAS,15750.0,,15750.0,60027.81,
0250B,15101,22699,OTROS GASTOS DIVERSOS,180000.0,,180000.0,649.84,
0250B,15101,22701,SEGURIDAD,,,,,
0250B,15101,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,50000.0,,50000.0,31270.24,
0250B,15101,22790,EJECUCIONES SUBSIDIARIAS,60000.0,19529.0,79529.0,19529.0,
0250B,15101,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,3813.6,2230.22,6043.82,2230.22,
0250B,15101,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,2500.0,,2500.0,614.56,
0250B,15101,23010,DIETAS DEL PERSONAL DIRECTIVO,1000.0,,1000.0,,
0250B,15101,23020,DIETAS DEL PERSONAL NO DIRECTIVO,800.0,,800.0,103.37,
0250B,15101,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,2500.0,,2500.0,1308.39,
0250B,15101,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,1500.0,,1500.0,,
0250B,15101,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2000.0,,2000.0,429.02,
0250B,15101,35200,INTERESES DE DEMORA,100000.0,,100000.0,476285.27,
0250B,15101,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,188477.05,188477.05,140377.06,
0250B,15101,60902,"OTRAS INVERSIONES NUEVAS. REMATES FEILE, FEESL Y PLAN COOP.",100000.0,265623.53,365623.53,296275.71,
0250B,15101,61902,"OTRAS INVERS. DE REPOSIC. REMATES FEILE, FEESL Y PLAN COOP.",100000.0,,100000.0,181947.21,
0250B,15101,62202,"EDIF. Y OTRAS CONSTRUCC. REMATES FEILE, FEESL Y PLAN COOP.",100000.0,4200.0,104200.0,54600.05,
0250B,15101,63202,"REPOS. EDIF. Y OT./CONSTR. REMATES FEILE, FEESL Y PLAN COOP.",100000.0,,100000.0,122101.95,
0250B,15103,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,,,,38113.03,
0250B,15103,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,5144.61,5144.61,76245.52,
0250B,15103,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,1023.82,
0250B,15103,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2000.0,12520.0,14520.0,12726.0,
0250B,15103,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1000.0,,1000.0,99.04,
0250B,15103,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000.0,,2000.0,,
0250B,15103,22602,PUBLICIDAD Y PROPAGANDA,1000.0,,1000.0,,
0250B,15103,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,,
0250B,15103,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",10000.0,543.61,10543.61,60221.69,
0250B,15103,22697,INDEMNIZACIONES POR SENTENCIAS,195000.0,,195000.0,48999.87,
0250B,15103,22699,OTROS GASTOS DIVERSOS,10000.0,,10000.0,,
0250B,15103,22701,SEGURIDAD,,48944.92,48944.92,48944.92,
0250B,15103,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,15000.0,39077.46,54077.46,77337.45,
0250B,15103,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,50457.0,,50457.0,,
0250B,15103,23020,DIETAS DEL PERSONAL NO DIRECTIVO,200.0,,200.0,,
0250B,15103,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,500.0,,500.0,,
0250B,15103,35200,INTERESES DE DEMORA,1208500.0,,1208500.0,824148.96,
0250B,15103,60000,INVERSIONES EN TERRENOS,5678006.07,22942.91,5700948.98,3463297.82,22942.91
0250B,15103,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,3418524.85,3418524.85,3418524.85,
0250B,15103,61900,OTRAS REPOSICIONES DE USO GENERAL,,378905.19,378905.19,359425.38,
0250B,15103,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,3687591.79,3687591.79,2383911.9,202623.33
0250B,15103,62500,MOBILIARIO,,3679.15,3679.15,3679.15,
0250B,15107,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,872122.84,872122.84,769628.76,
0250B,15107,61900,OTRAS REPOSICIONES DE USO GENERAL,,403790.85,403790.85,300083.47,
0250B,15107,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,133136.5,133136.5,48831.81,
0250B,15109,60900,"OTRAS INVERSIONES DE USO GENERAL, CONO SUR",,81718.21,81718.21,,81718.21
0250B,15112,60900,OTRAS INVERSIONES NUEVAS EN INFRAESTR. Y BIENES DE USO GNRAL,1820948.67,1111175.33,2932124.0,,
0250B,15112,61900,OTRAS INVERS. DE REPOSIC. EN INFRAEST. Y BIENES DE USO GNRAL,100000.0,,100000.0,,
0250B,15112,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,100000.0,,100000.0,,
0250B,15112,63200,REPOSICIÓN DE EDIFICIOS Y OTRAS CONSTRUCCIONES,100000.0,,100000.0,,
0250B,15117,61900,OTRAS INVERS. DE REPOSIC. EN INFRAEST. Y BIENES DE USO GNRAL,1104884.62,,1104884.62,1099687.69,
0250B,15123,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,3827251.03,3827251.03,1123807.32,1778414.15
0250B,15125,60900,"OTRAS INVERSIONES DE USO GENERAL, ZONA DEPORTIVA LA CICER",,345178.86,345178.86,,345178.86
0250B,15135,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,,,,
0250B,15141,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,337135.67,337135.67,335809.39,
0250C,15200,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,,13308.6,13308.6,
0250C,15200,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,16107.68,
0250C,15200,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,6799.32,,6799.32,6796.5,
0250C,15200,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,13438.08,,13438.08,6512.11,
0250C,15200,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,20023.32,,20023.32,19453.29,
0250C,15200,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,32799.96,,32799.96,31666.63,
0250C,15200,12300,RESIDENCIA PERSONAL FUNCIONARIO,4832.88,,4832.88,4644.62,
0250C,15200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,16701.36,,16701.36,14044.14,
0250C,15200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,18448.32,,18448.32,18113.52,
0250C,15200,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,654781.2,1800.0,656581.2,621989.4,
0250C,15200,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,9609.36,,9609.36,9355.9,
0250C,15200,15004,PRODUCTIVIDAD PERSONAL LABORAL,3074.76,,3074.76,3018.92,
0250C,15200,20200,ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES,75000.0,,75000.0,55080.06,
0250C,15200,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1000.0,5413.19,6413.19,5462.29,
0250C,15200,21201,REPARACIÓN Y MANTENIMIENTO DE VIVIENDAS,60000.0,,60000.0,44500.0,
0250C,15200,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,413.16,
0250C,15200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3000.0,24.34,3024.34,7080.17,
0250C,15200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1800.0,,1800.0,,
0250C,15200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000.0,,5000.0,5000.0,
0250C,15200,22100,ENERGÍA ELÉCTRICA,1500.0,,1500.0,72.82,
0250C,15200,22101,AGUA,500.0,,500.0,387.27,
0250C,15200,22200,SERVICIOS DE TELECOMUNICACIONES,,,,676.18,
0250C,15200,22300,GASTOS DE TRANSPORTES,,4620.6,4620.6,7075.1,
0250C,15200,22400,PRIMAS DE SEGUROS,1250.0,,1250.0,236.22,
0250C,15200,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,111.85,
0250C,15200,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",30000.0,,30000.0,28256.66,
0250C,15200,22614,CUOTAS DE COMUNIDAD,35000.0,,35000.0,70536.23,
0250C,15200,22699,OTROS GASTOS DIVERSOS,8000.0,315.0,8315.0,11001.34,
0250C,15200,22700,LIMPIEZA Y ASEO,,,,338.45,
0250C,15200,22701,SEGURIDAD,21000.0,13524.08,34524.08,33133.85,
0250C,15200,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,124074.11,147394.84,271468.95,271468.94,
0250C,15200,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,500.0,,500.0,,
0250C,15200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,500.0,,500.0,,
0250C,15200,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1000.0,,1000.0,,
0250C,15200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,60.0,
0250C,15200,35200,INTERESES DE DEMORA,5000.0,,5000.0,1661.4,
0250C,15200,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,500000.0,150000.0,650000.0,646989.83,
0250C,15200,60900,OTRAS INVERSIONES NUEVAS EN INFRAESTR. Y BIENES DE USO GNRAL,341038.1,40908.78,381946.88,98767.22,
0250C,15200,68200,GASTOS EN INVERSIONES DE EDIFICIOS Y OTRAS CONSTRUCCIONES,1569046.76,1225968.91,2795015.67,1254856.9,
0250C,15200,78900,OTRAS TRANSFERENCIAS DE CAPITAL,690096.92,3041495.26,3731592.18,791544.27,2309376.19
0250C,15200,78904,OTRAS TRANSF. CAPITAL. CONVENIO EL POLVORÍN,,888.18,888.18,888.18,
0250D,16100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,10548.78,
0250D,16100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,17274.08,
0250D,16100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,8187.6,,8187.6,7511.17,
0250D,16100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,14338.68,,14338.68,7146.6,
0250D,16100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,18695.64,,18695.64,21266.37,
0250D,16100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,37330.8,,37330.8,36128.41,
0250D,16100,12300,RESIDENCIA PERSONAL FUNCIONARIO,4456.8,,4456.8,4315.58,
0250D,16100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,24976.32,,24976.32,21501.95,
0250D,16100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,27127.08,,27127.08,27127.08,
0250D,16100,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,124277.28,,124277.28,112157.27,
0250D,16100,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,10080.6,,10080.6,10074.92,
0250D,16100,15004,PRODUCTIVIDAD PERSONAL LABORAL,4521.24,,4521.24,4521.18,
0250D,16100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",190.0,,190.0,,
0250D,16100,21500,REPAR/MANTEN. MOBILIARIO,142.0,,142.0,852.74,
0250D,16100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,190.0,,190.0,,
0250D,16100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1710.0,,1710.0,476.12,
0250D,16100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",171.0,,171.0,,
0250D,16100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1710.0,,1710.0,1545.04,
0250D,16100,22109,ÚTILES Y HERRAMIENTAS,171.0,,171.0,,
0250D,16100,22199,OTROS SUMINISTROS,171.0,,171.0,,
0250D,16100,22699,OTROS GASTOS DIVERSOS,2780.0,,2780.0,1306.82,
0250D,16100,22703,SERVICIOS POSTALES Y MENSAJERÍA,380.0,,380.0,,
0250D,16100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,63470.0,,63470.0,30596.12,
0250D,16100,22792,DESMANTELAMIENTO Y REPARACIÓN PLANTAS DESALADORAS,500000.0,,500000.0,,
0250D,16100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4793921.56,1826507.86,6620429.42,6582759.88,
0250D,16100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,142.0,,142.0,,
0250D,16100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,380.0,,380.0,,
0250D,16100,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,111134.91,111134.91,111134.91,
0250D,16100,61900,OTRAS REPOSICIONES DE USO GENERAL,,131481.53,131481.53,131481.53,
0251A,15600,21500,REPAR/MANTEN. MOBILIARIO,300.0,,300.0,248.7,
0251A,15600,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,300.0,,300.0,,
0251A,15600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,637.5,
0251A,15600,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",250.0,,250.0,,
0251A,15600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,600.0,,600.0,,
0251A,15600,22199,OTROS SUMINISTROS,250.0,,250.0,,
0251A,15600,22300,GASTOS DE TRANSPORTES,500.0,,500.0,,
0251A,15600,22602,PUBLICIDAD Y PROPAGANDA,300.0,,300.0,,
0251A,15600,22699,OTROS GASTOS DIVERSOS,1800.0,,1800.0,105.0,
0251A,15600,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,500.0,,500.0,821.51,
0251A,15600,23020,DIETAS DEL PERSONAL NO DIRECTIVO,300.0,,300.0,455.7,
0251A,15600,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1850.0,,1850.0,2831.68,
0251A,15600,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,100.0,,100.0,,
0251A,15600,62500,MOBILIARIO,300.0,,300.0,,
0251A,15600,64100,GASTOS EN APLICACIONES INFORMÁTICAS,650.0,,650.0,,
0251A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,57888.0,,57888.0,53753.18,
0251A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,14982.0,,14982.0,10338.36,
0251A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,12295.92,,12295.92,9221.94,
0251A,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,22793.16,,22793.16,16124.97,
0251A,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,35012.04,,35012.04,25889.97,
0251A,92000,15004,PRODUCTIVIDAD PERSONAL LABORAL,2049.36,,2049.36,2049.3,
0251B,15500,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,-6654.3,6654.3,,
0251B,15500,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23015.52,,23015.52,21193.46,
0251B,15500,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,17280.48,
0251B,15500,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,14382.0,,14382.0,14382.0,
0251B,15500,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,14295.0,,14295.0,13278.32,
0251B,15500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,31248.24,-2359.2,28889.04,12484.03,
0251B,15500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,44312.64,-3059.04,41253.6,33339.01,
0251B,15500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,77875.44,-21441.74,56433.7,55996.7,
0251B,15500,12300,RESIDENCIA PERSONAL FUNCIONARIO,10484.4,-1029.24,9455.16,8159.54,
0251B,15500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,65779.2,,65779.2,51706.41,
0251B,15500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,64906.8,,64906.8,62189.04,
0251B,15500,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,185987.64,,185987.64,182215.69,
0251B,15500,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,507626.64,-35000.0,472626.64,441978.23,
0251B,15500,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,22112.16,-1471.7,20640.46,16569.29,
0251B,15500,15004,PRODUCTIVIDAD PERSONAL LABORAL,10817.76,,10817.76,10247.24,
0251B,15500,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,,299.12,
0251B,15500,21500,REPAR/MANTEN. MOBILIARIO,570.0,,570.0,4567.96,
0251B,15500,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,1162.28,
0251B,15500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000.0,,1000.0,4292.64,
0251B,15500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,888.56,,888.56,5147.24,
0251B,15500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,5107645.14,431049.93,5538695.07,5123065.09,1965.38
0251B,15500,61900,OTRAS INVERS. DE REPOSIC. EN INFRAEST. Y BIENES DE USO GNRAL,1029988.8,865859.05,1895847.85,837103.71,200561.24
0251B,32100,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,61308.36,61308.36,61308.36,
0350A,13000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,26932.2,300.0,27232.2,25011.52,
0350A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,60590.16,,60590.16,56237.4,
0350A,91200,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,,1250.0,1250.0,1242.35,
0350B,13300,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,40277.16,-10548.88,29728.28,26851.44,
0350B,13300,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,69121.92,,69121.92,66073.84,
0350B,13300,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,28908.84,-2470.94,26437.9,24006.08,
0350B,13300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,49085.1,-5335.35,43749.75,23270.47,
0350B,13300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,65686.56,-6988.52,58698.04,57211.04,
0350B,13300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,114964.08,-11363.35,103600.73,96442.75,
0350B,13300,12300,RESIDENCIA PERSONAL FUNCIONARIO,16986.0,-1542.2,15443.8,14533.85,
0350B,13300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,39260.64,-7121.25,32139.39,25781.09,
0350B,13300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,41196.72,-8242.94,32953.78,28931.58,
0350B,13300,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,270216.24,,270216.24,247583.81,
0350B,13300,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,32939.28,-1414.95,31524.33,28363.32,
0350B,13300,15004,PRODUCTIVIDAD PERSONAL LABORAL,6866.16,-1247.75,5618.41,5019.57,
0350B,13300,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,56117.49,,56117.49,56089.2,
0350B,13300,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,,,,995.27,
0350B,13300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,692.55,,692.55,2067.01,
0350B,13300,22104,VESTUARIO,270.75,,270.75,199.22,
0350B,13300,22699,OTROS GASTOS DIVERSOS,950.0,,950.0,60000.0,
0350B,13300,22701,SEGURIDAD,,50112.0,50112.0,50112.0,
0350B,13300,22709,SERVICIO DE GRÚAS,247209.28,,247209.28,464916.25,
0350B,13300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1727220.86,471002.55,2198223.41,1834969.87,
0350B,13300,23020,DIETAS DEL PERSONAL NO DIRECTIVO,270.75,,270.75,,
0350B,13300,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,541.5,,541.5,,
0350B,13300,47000,SUBVENCIONES PARA FOMENTO DEL EMPLEO,19999.98,,19999.98,19999.98,
0350B,13300,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,21930.21,21930.21,21930.21,
0350B,44000,44900,OTRAS SUBV. A ENTES PÚBL.SOC. MERCANTILES DE LA ENT. LOCAL,6425017.61,,6425017.61,6425017.61,
0350B,44000,46700,TRANSFERENCIAS CORRIENTES A CONSORCIOS,3150000.0,,3150000.0,3150000.0,
0350B,44000,74900,OTRAS SUBV. A ENTES PÚBL Y SOC. MERCANTILES DE LA ENT. LOCAL,4849353.21,,4849353.21,4849353.21,
0350B,44000,85090,RESTO DE ADQUISICIONES DE ACCIONES DENTRO DEL SECTOR PÚBLICO,2075478.8,,2075478.8,2075478.8,
0350C,13000,20400,ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE,322050.48,180391.52,502442.0,497914.49,
0350C,13000,22103,COMBUSTIBLES Y CARBURANTES,,,,,
0350C,13000,62400,ELEMENTOS DE TRANSPORTE,240228.88,240228.88,480457.76,240228.88,
0350C,13500,22103,COMBUSTIBLES Y CARBURANTES,,,,,
0350C,13500,62400,ELEMENTOS DE TRANSPORTE,,2096339.88,2096339.88,,1466090.64
0350C,16500,22103,COMBUSTIBLES Y CARBURANTES,,,,,
0350C,17100,22103,COMBUSTIBLES Y CARBURANTES,,,,,
0350C,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,25920.72,,25920.72,23760.66,
0350C,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,28764.0,,28764.0,27448.24,
0350C,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,15703.56,,15703.56,14372.56,
0350C,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,23975.4,,23975.4,11937.65,
0350C,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,28854.24,,28854.24,27134.73,
0350C,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,49057.92,,49057.92,46776.83,
0350C,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,8735.04,,8735.04,8179.02,
0350C,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,332649.48,,332649.48,284317.88,
0350C,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,344769.84,,344769.84,350671.25,
0350C,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,80454.48,,80454.48,71385.56,
0350C,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,626865.24,-41608.05,585257.19,497282.11,
0350C,92000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,14441.16,,14441.16,14214.25,
0350C,92000,15004,PRODUCTIVIDAD PERSONAL LABORAL,57461.64,,57461.64,54230.12,
0350C,92000,20400,ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE,104291.06,25643.0,129934.06,146757.22,
0350C,92000,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,227062.26,8567.62,235629.88,200141.4,1367.07
0350C,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,,,,169.26,
0350C,92000,22103,COMBUSTIBLES Y CARBURANTES,295000.0,265157.34,560157.34,543587.24,
0350C,92000,22104,VESTUARIO,17375.0,10133.47,27508.47,16491.23,
0350C,92000,22400,PRIMAS DE SEGUROS,,,,147335.33,
0350C,92000,22401,PRIMAS DE SEGUROS. VEHÍCULOS,151360.0,42917.09,194277.09,42917.09,
0350C,92000,22700,LIMPIEZA Y ASEO,94000.0,29381.63,123381.63,128118.85,
0350C,93300,22103,COMBUSTIBLES Y CARBURANTES,,900.0,900.0,900.0,
0350D,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,,,,2160.06,
0350D,92000,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,6581.64,,6581.64,2071.46,
0350D,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,969.84,,969.84,598.97,
0350D,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,3095.4,,3095.4,494.48,
0350D,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,3252.24,,3252.24,2073.35,
0350D,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,7768.8,,7768.8,5552.25,
0350D,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,1009.92,,1009.92,664.66,
0350D,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,142887.12,,142887.12,100721.24,
0350D,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,146415.36,,146415.36,117185.63,
0350D,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,45586.32,,45586.32,42763.6,
0350D,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,114561.12,,114561.12,97998.37,
0350D,92000,15000,PRODUCTIVIDAD PERSONAL FUNCIONARIO,2005.2,,2005.2,,
0350D,92000,15004,PRODUCTIVIDAD PERSONAL LABORAL,24402.72,,24402.72,19414.71,
0350D,92000,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,6000.0,,6000.0,2970.21,
0350D,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,16000.0,,16000.0,,
0350D,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,,3397.48,
