#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0250C,15200,78900,OTRAS TRANSFERENCIAS DE CAPITAL,2343795.24,-372287.07,1971508.17,1487217.27,54665.41
0250D,16100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",190.0,,190.0,,
0250D,16100,21500,REPAR/MANTEN. MOBILIARIO,142.0,,142.0,2292.66,
0250D,16100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,190.0,,190.0,,
0250D,16100,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,,,,84850.02,
0250D,16100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1710.0,,1710.0,724.74,
0250D,16100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",171.0,,171.0,1255.28,
0250D,16100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1710.0,,1710.0,1050.33,
0250D,16100,22103,COMBUSTIBLES Y CARBURANTES,4720.0,,4720.0,,
0250D,16100,22109,ÚTILES Y HERRAMIENTAS,171.0,,171.0,,
0250D,16100,22199,OTROS SUMINISTROS,171.0,,171.0,,
0250D,16100,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",1500.0,,1500.0,1911.18,
0250D,16100,22699,OTROS GASTOS DIVERSOS,3267.18,,3267.18,208.85,
0250D,16100,22703,SERVICIOS POSTALES Y MENSAJERÍA,380.0,,380.0,,
0250D,16100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,87593.3,-19179.69,68413.61,46124.33,
0250D,16100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,5272562.52,-3765.0,5268797.52,72505.01,
0250D,16100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,142.0,,142.0,,
0250D,16100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,380.0,,380.0,,
0250D,16100,35200,INTERESES DE DEMORA,600000.0,,600000.0,466783.55,
0250D,16100,60900,OTRAS INVERSIONES NUEVAS EN INFRAESTR. Y BIENES DE USO GNRAL,610031.85,121425.69,731457.54,731457.54,
0250D,16100,61900,OTRAS INVERS. DE REPOSIC. EN INFRAEST. Y BIENES DE USO GNRAL,163164.11,978415.64,1141579.75,1141579.75,
0250D,16100,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,19179.69,19179.69,17788.69,
0251A,15600,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,150.0,,150.0,,
0251A,15600,21500,REPAR/MANTEN. MOBILIARIO,200.0,,200.0,324.55,
0251A,15600,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,200.0,,200.0,,
0251A,15600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,400.0,,400.0,1180.59,
0251A,15600,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",180.0,,180.0,,
0251A,15600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,500.0,-296.1,203.9,,
0251A,15600,22199,OTROS SUMINISTROS,250.0,,250.0,,
0251A,15600,22201,COMUNICACIONES POSTALES,,,,11.66,
0251A,15600,22300,GASTOS DE TRANSPORTES,400.0,,400.0,,
0251A,15600,22602,PUBLICIDAD Y PROPAGANDA,250.0,,250.0,1928.57,
0251A,15600,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,,99.15,
0251A,15600,22699,OTROS GASTOS DIVERSOS,1815.0,,1815.0,766.14,
0251A,15600,22701,SEGURIDAD,,,,1155.6,
0251A,15600,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,1055.0,,1055.0,535.0,
0251A,15600,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,,,,,
0251A,15600,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,400.0,,400.0,113.78,
0251A,15600,23020,DIETAS DEL PERSONAL NO DIRECTIVO,250.0,,250.0,,
0251A,15600,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1850.0,,1850.0,,
0251A,15600,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,100.0,,100.0,,
0251A,15600,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,,296.1,296.1,296.1,
0251A,15600,64100,GASTOS EN APLICACIONES INFORMÁTICAS,150.0,,150.0,,
0251B,15500,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,,20000.0,20000.0,5181.84,
0251B,15500,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,1934.96,
0251B,15500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,,,,3876.82,
0251B,15500,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",,,,2540.12,
0251B,15500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4450000.0,,4450000.0,4447530.74,
0350A,13300,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,55452.5,,55452.5,,
0350A,13300,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,46031.04,,46031.04,35203.85,
0350A,13300,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,129603.6,,129603.6,85952.46,
0350A,13300,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,64719.0,,64719.0,,
0350A,13300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,111120.96,,111120.96,56626.77,
0350A,13300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,146139.0,,146139.0,58862.04,
0350A,13300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,276655.68,-155614.96,121040.72,120428.26,
0350A,13300,12300,RESIDENCIA PERSONAL FUNCIONARIO,46404.84,,46404.84,18946.46,
0350A,13300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,41606.55,
0350A,13300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,56074.1,
0350A,13300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,143721.26,,143721.26,44617.49,
0350A,13300,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,16000.0,16000.0,408876.92,
0350A,16500,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,46990.02,,46990.02,,
0350A,16500,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,,
0350A,16500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,23892.41,,23892.41,,
0350A,16500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,30202.12,,30202.12,,
0350A,16500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,63947.52,-63931.92,15.6,,
0350A,16500,12300,RESIDENCIA PERSONAL FUNCIONARIO,9644.2,,9644.2,,
0350A,16500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,221417.58,
0350A,16500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,283944.02,
0350A,16500,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,925223.18,5000.0,930223.18,160326.38,
0350A,16500,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,28000.0,28000.0,411428.24,
0350A,17100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,,13308.6,,
0350A,17100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,46031.04,,46031.04,,
0350A,17100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,17280.48,
0350A,17100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,29615.74,,29615.74,8431.36,
0350A,17100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,38724.0,,38724.0,8398.32,
0350A,17100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,82252.8,-67142.96,15109.84,14999.04,
0350A,17100,12300,RESIDENCIA PERSONAL FUNCIONARIO,11562.48,,11562.48,2774.4,
0350A,17100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,37610.54,
0350A,17100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,39794.67,
0350A,17100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,313956.81,,313956.81,59199.18,
0350A,17100,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,500.0,500.0,342281.82,
0350A,17200,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,,,,13308.6,
0350A,17200,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,69046.56,,69046.56,28956.36,
0350A,17200,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,25920.72,,25920.72,8640.24,
0350A,17200,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7191.0,,7191.0,599.25,
0350A,17200,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,39598.06,,39598.06,27218.11,
0350A,17200,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,51018.0,5000.0,56018.0,43280.22,
0350A,17200,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,106686.72,-49310.4,57376.32,56375.09,
0350A,17200,12300,RESIDENCIA PERSONAL FUNCIONARIO,15399.36,,15399.36,7774.3,
0350A,17200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,33796.23,
0350A,17200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,700.0,700.0,41735.97,
0350A,17200,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,25767.22,,25767.22,5053.44,
0350A,17200,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,110000.0,110000.0,54343.53,
0350A,31300,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,,,,13308.6,
0350A,31300,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,-2000.0,9507.76,,
0350A,31300,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8640.24,,8640.24,,
0350A,31300,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,21573.0,,21573.0,,
0350A,31300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,17148.1,,17148.1,6874.27,
0350A,31300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,23557.92,,23557.92,8378.4,
0350A,31300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,42094.08,-23519.04,18575.04,18385.92,
0350A,31300,12300,RESIDENCIA PERSONAL FUNCIONARIO,6499.68,,6499.68,2058.48,
0350A,31300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,45805.72,
0350A,31300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,63236.22,
0350A,31300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,215204.34,,215204.34,21083.45,
0350A,31300,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,41500.0,41500.0,181969.64,
0350A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,56500.32,,56500.32,56829.65,
0350A,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,,
0350A,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,51841.44,,51841.44,25200.7,
0350A,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,28764.0,,28764.0,14382.0,
0350A,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,35145.68,,35145.68,21448.88,
0350A,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,45953.52,,45953.52,38589.85,
0350A,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,83220.48,-48126.32,35094.16,34191.36,
0350A,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,14579.04,,14579.04,6332.72,
0350A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,300404.02,
0350A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,377973.31,
0350A,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,965108.56,-8000.0,957108.56,45763.23,
0350A,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,206000.0,206000.0,519915.07,
0350B,13300,21500,REPAR/MANTEN. MOBILIARIO,500.0,,500.0,,
0350B,13300,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,30934.83,,30934.83,30934.83,
0350B,13300,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,681.42,,681.42,2503.24,
0350B,13300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,692.55,,692.55,1041.6,
0350B,13300,22104,VESTUARIO,270.75,,270.75,267.02,
0350B,13300,22199,OTROS SUMINISTROS,,,,11998.59,
0350B,13300,22602,PUBLICIDAD Y PROPAGANDA,,,,2428.9,
0350B,13300,22603,PUBLICACIÓN EN DIARIOS OFICIALES,500.0,,500.0,,
0350B,13300,22699,OTROS GASTOS DIVERSOS,24950.0,,24950.0,11342.0,
0350B,13300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1465658.2,,1465658.2,1402054.09,
0350B,13300,23020,DIETAS DEL PERSONAL NO DIRECTIVO,270.75,,270.75,,
0350B,13300,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,541.5,,541.5,,
0350B,44000,44900,OTRAS SUBV. A ENTES PÚBL.SOC. MERCANTILES DE LA ENT. LOCAL,9250000.0,,9250000.0,9250000.0,
0350B,44000,46700,TRANSFERENCIAS CORRIENTES A CONSORCIOS,3150000.0,,3150000.0,3150000.0,
0350B,44000,85090,RESTO DE ADQ DE ACCIONES DENTRO DEL SECTOR PÚBLICO,518869.7,,518869.7,518869.7,
0350C,13000,20400,ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE,329860.8,,329860.8,329860.8,
0350C,13000,22103,COMBUSTIBLES Y CARBURANTES,134388.53,53399.52,187788.05,173110.49,
0350C,13500,62400,ELEMENTOS DE TRANSPORTE,,401250.0,401250.0,,575000.0
0350C,16500,22103,COMBUSTIBLES Y CARBURANTES,16965.07,13182.68,30147.75,22842.43,
0350C,17100,22103,COMBUSTIBLES Y CARBURANTES,4476.88,2066.08,6542.96,5111.34,
0350C,92000,20400,ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE,110008.08,,110008.08,110008.08,
0350C,92000,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,226789.97,-2741.61,224048.36,213085.22,
0350C,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,798.42,
0350C,92000,22103,COMBUSTIBLES Y CARBURANTES,146169.52,,146169.52,129731.35,
0350C,92000,22104,VESTUARIO,,1000.0,1000.0,943.59,
0350C,92000,22401,PRIMAS DE SEGUROS. VEHICULOS,85550.67,,85550.67,85434.6,
0350C,92000,22700,LIMPIEZA Y ASEO,95790.48,,95790.48,95790.36,
0350C,92000,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",1000.0,-1000.0,,,
0350D,92000,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,6400.0,,6400.0,7779.97,
0350D,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,11080.0,,11080.0,8472.54,
0350D,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,,1168.83,
0350D,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,,
0350D,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,400.0,,400.0,399.65,
0350D,92000,22100,ENERGÍA ELÉCTRICA,,,,,
0350D,92000,22104,VESTUARIO,7700.0,,7700.0,6947.8,
0350D,92000,22109,ÚTILES Y HERRAMIENTAS,3520.0,,3520.0,,
0350D,92000,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1400.0,,1400.0,1386.5,
0350E,17200,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1000.0,-1000.0,,,
0350E,17200,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,30000.0,,30000.0,10000.0,
0350E,17200,21500,REPAR/MANTEN. MOBILIARIO,2000.0,,2000.0,,
0350E,17200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",300.0,,300.0,,
0350E,17200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2990.0,,2990.0,2990.0,
0350E,17200,22602,PUBLICIDAD Y PROPAGANDA,,,,1952.81,
0350E,17200,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,,
0350E,17200,22610,"CUOTAS """"FEDERACION DE MUNICIPIOS""""",350.0,,350.0,300.0,
0350E,17200,22617,CUOTAS ''RED DE CIUDADES POR LA BICICLETA'',2500.0,660.12,3160.12,,
0350E,17200,22699,OTROS GASTOS DIVERSOS,36230.0,371.85,36601.85,11232.09,
0350E,17200,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,12160.0,,12160.0,13821.0,
0350E,17200,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,359070.0,,359070.0,408417.17,
0350E,17200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,400.0,,400.0,,
0350E,17200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,3000.0,,3000.0,,
0350E,17200,41000,TRANSFERENCIAS CTES. A ORGANISMOS AUTÓNOMOS DE LA ENT. LOCAL,225000.0,,225000.0,225000.0,
0351A,31300,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,500.0,
0351A,31300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,1000.0,
0351A,31300,22104,VESTUARIO,3000.0,,3000.0,3000.0,
0351A,31300,22109,ÚTILES Y HERRAMIENTAS,2000.0,,2000.0,2000.0,
0351A,31300,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1000.0,,1000.0,1000.0,
0351A,31300,22113,MANUTENCIÓN DE ANIMALES,1900.0,,1900.0,1900.0,
0351A,31300,22199,OTROS SUMINISTROS,61000.0,,61000.0,63983.83,
0351A,31300,22602,PUBLICIDAD Y PROPAGANDA,,,,9920.55,
0351A,31300,22699,OTROS GASTOS DIVERSOS,70444.87,,70444.87,57180.83,
0351A,31300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,224155.13,40000.0,264155.13,239768.31,
0352A,17100,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",2000.0,,2000.0,,
0352A,17100,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,8000.0,-1649.7,6350.3,9602.87,
0352A,17100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",500.0,,500.0,49803.92,
0352A,17100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,400.0,,400.0,,
0352A,17100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000.0,,1000.0,106.1,
0352A,17100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",200.0,,200.0,,
0352A,17100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,950.0,,950.0,2999.51,
0352A,17100,22101,AGUA,2782359.52,569120.36,3351479.88,3361146.02,
0352A,17100,22104,VESTUARIO,1000.0,,1000.0,,
0352A,17100,22109,ÚTILES Y HERRAMIENTAS,500.0,,500.0,,
0352A,17100,22199,OTROS SUMINISTROS.,3000.0,,3000.0,,
0352A,17100,22201,COMUNICACIONES POSTALES,100.0,,100.0,,
0352A,17100,22602,PUBLICIDAD Y PROPAGANDA,600.0,,600.0,,
0352A,17100,22699,OTROS GASTOS DIVERSOS,500.0,,500.0,1098.0,
0352A,17100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,1000.0,,1000.0,,
0352A,17100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,12422190.48,1750283.69,14172474.17,13576415.26,
0352A,17100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,200.0,,200.0,,
0352A,17100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,500.0,,500.0,,
0352A,17100,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,6114.22,6114.22,6114.22,
0352B,16200,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,54411.17,,54411.17,53371.64,
0352B,16200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,3208311.29,,3208311.29,1917588.98,
0352B,16200,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,84761.15,,84761.15,80495.94,
0352B,16200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,1890652.32,,1890652.32,1360843.52,
0352B,16200,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,80775.08,,80775.08,,
0352B,16200,13005,CLASIFICACIONES POR SENTENCIAS Y PAGO DE INTERESES,,,,144.16,
0352B,16200,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,138347.31,,138347.31,1075582.2,
0352B,16200,13101,SUSTITUCIONES I.T. LABORALES,29721.86,,29721.86,71918.04,
0352B,16200,13102,RETRIBUCIONES PERSONAL LABORAL TEMPORAL. OTROS PROYECTOS,101911.12,,101911.12,817168.42,
0352B,16200,16000,SEGURIDAD SOCIAL,1764045.12,,1764045.12,1530011.26,
0352B,16200,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,2200.0,,2200.0,,
0352B,16200,16205,SEGUROS,8404.35,,8404.35,,
0352B,16200,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",6155.66,,6155.66,5938.5,
0352B,16200,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,75181.15,,75181.15,74636.77,
0352B,16200,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,3786.0,,3786.0,3677.09,
0352B,16200,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,4500.0,,4500.0,7442.58,
0352B,16200,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,7875.0,,7875.0,24568.55,
0352B,16200,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",57666.5,,57666.5,32020.17,
0352B,16200,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,380094.62,,380094.62,369195.09,
0352B,16200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,4600.0,,4600.0,5394.42,
0352B,16200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",200.0,,200.0,,
0352B,16200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1900.0,,1900.0,,
0352B,16200,22103,COMBUSTIBLES Y CARBURANTES,1164750.0,,1164750.0,799986.67,
0352B,16200,22104,VESTUARIO,91937.95,,91937.95,91930.95,
0352B,16200,22109,ÚTILES Y HERRAMIENTAS,4506.0,,4506.0,9778.88,
0352B,16200,22110,PRODUCTOS DE LIMPIEZA Y ASEO,10388.87,,10388.87,,
0352B,16200,22200,SERVICIOS DE TELECOMUNICACIONES.,2500.0,,2500.0,4026.75,
0352B,16200,22401,PRIMAS DE SEGUROS. VEHICULOS,30176.4,,30176.4,28150.66,
0352B,16200,22502,TRIBUTOS DE LAS ENTIDADES LOCALES,2159554.96,1495894.27,3655449.23,3976867.15,
0352B,16200,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,,4048.88,
0352B,16200,22699,OTROS GASTOS DIVERSOS,7500.0,,7500.0,447.94,
0352B,16200,22701,SEGURIDAD,165334.2,,165334.2,111194.16,
0352B,16200,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,5356476.22,-10500.0,5345976.22,4806244.75,
0352B,16200,23010,DIETAS DEL PERSONAL DIRECTIVO,150.0,,150.0,,
0352B,16200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,,,,325.9,
0352B,16200,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,150.0,,150.0,,
0352B,16200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,,,,,
0352B,16200,63300,"REPOSICIÓN DE MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",1750.0,,1750.0,,
0352B,16200,63500,REPOSICIÓN DE MOBILIARIO,,,,590.4,
0352B,16300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,4167126.34,,4167126.34,2613808.0,
0352B,16300,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,154856.36,,154856.36,131869.34,
0352B,16300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,2409448.09,,2409448.09,1364982.52,
0352B,16300,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,115000.0,,115000.0,,
0352B,16300,13005,CLASIFICACIONES POR SENTENCIAS Y PAGO DE INTERESES,,,,4772.36,
0352B,16300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,101560.39,905000.0,1006560.39,2224711.56,
0352B,16300,13101,SUSTITUCIONES I.T. LABORALES,55610.64,,55610.64,95557.4,
0352B,16300,13102,RETRIBUCIONES PERSONAL LABORAL TEMPORAL. OTROS PROYECTOS,83094.86,,83094.86,2181219.08,
0352B,16300,16000,SEGURIDAD SOCIAL,2649168.13,,2649168.13,2566459.58,
0352B,16300,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,2200.0,,2200.0,,
0352B,16300,16205,SEGUROS,8404.36,,8404.36,,
0352B,16300,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",6155.66,,6155.66,5938.5,
0352B,16300,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,25557.71,,25557.71,25379.88,
0352B,16300,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,2850.0,,2850.0,847.44,
0352B,16300,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",31450.0,,31450.0,13877.53,
0352B,16300,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,223314.2,,223314.2,213716.04,
0352B,16300,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,2999.21,
0352B,16300,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3100.0,,3100.0,4163.93,
0352B,16300,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",500.0,,500.0,449.4,
0352B,16300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2100.0,,2100.0,3399.61,
0352B,16300,22103,COMBUSTIBLES Y CARBURANTES,96658.0,,96658.0,76398.75,
0352B,16300,22104,VESTUARIO,123382.9,,123382.9,123382.38,
0352B,16300,22109,ÚTILES Y HERRAMIENTAS,6759.0,,6759.0,12983.44,
