#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
0301D,43300,12300,RESIDENCIA PERSONAL FUNCIONARIO,4927.42,0,4927.42,5643.98
0301D,43300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,15082.08,0,15082.08,15234.22
0301D,43300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,13460.52,0,13460.52,13196.47
0301D,43300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,21717.72,0,21717.72,21828.58
0301D,43300,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,221788.8,0,221788.8,220381.85
0301D,43300,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,5589.48,0,5589.48,4612.85
0301D,43300,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,4066
0301D,43300,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",3500,0,3500,15412.84
0301D,43300,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,1600,0,1600,0
0301D,43300,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,1000,0,1000,0
0301D,43300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000,0,2000,0
0301D,43300,22602,PUBLICIDAD Y PROPAGANDA,11000,0,11000,15969.07
0301D,43300,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,9000,6000,15000,18248.48
0301D,43300,22699,OTROS GASTOS DIVERSOS,6000,0,6000,5002.14
0301D,43300,22701,SEGURIDAD,0,0,0,267.5
0301D,43300,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,13762.8,0,13762.8,3798.5
0301D,43300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1000,0,1000,1840.4
0301D,43300,23020,DIETAS DEL PERSONAL NO DIRECTIVO,500,0,500,0
0301D,43300,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,100,0,100,0
0301D,43300,48936,OTRAS TRANSFERENCIAS VENTANILLA ÚNICA EMPRESARIAL,32500,0,32500,0
0301D,43300,61900,OTRAS REPOSICIONES DE USO GENERAL,50000,-50000,0,0
0301D,43300,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,25829.66,25829.66,0
0301D,43300,64100,GASTOS EN APLICACIONES INFORMÁTICAS,0,16050,16050,0
0301D,49300,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,20339.97,0,20339.97,12707.69
0301D,49300,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7868.25,0,7868.25,7299.36
0301D,49300,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,7443.84,0,7443.84,7862.42
0301D,49300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,11891.21,0,11891.21,8528.7
0301D,49300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,14181.09,0,14181.09,10451.5
0301D,49300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,28483.64,0,28483.64,20220.92
0301D,49300,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,3408.84,0,3408.84,3167.16
0301D,49300,12300,RESIDENCIA PERSONAL FUNCIONARIO,4224.59,0,4224.59,3018.42
0301D,49300,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,21212.16,0,21212.16,21222.35
0301D,49300,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,1212.24,0,1212.24,1009.1
0301D,49300,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,2000,0,2000,0
0301D,49300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000,0,2000,3579.13
0301D,49300,22602,PUBLICIDAD Y PROPAGANDA,7500,0,7500,5427.77
0301D,49300,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",0,0,0,400
0301D,49300,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,0,0,0,620.87
0301D,49300,22701,SEGURIDAD,0,0,0,856
0301D,49300,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,20000,0,20000,0
0301D,49300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,7000,0,7000,1284
0301D,49300,23020,DIETAS DEL PERSONAL NO DIRECTIVO,900,0,900,0
0301D,49300,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,500,0,500,53.46
0301D,49300,48937,OTRAS TRANSFERENCIAS CONVENO A.D.I.C.A.E.,9200,0,9200,0
0302A,13300,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,54955.2,0,54955.2,55504.68
0302A,13300,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,2240.3,0,2240.3,0
0302A,13300,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23245.68,0,23245.68,22509.67
0302A,13300,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,53815.02,0,53815.02,51568.94
0302A,13300,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,21261.36,0,21261.36,20520.9
0302A,13300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,34450.98,0,34450.98,33198.06
0302A,13300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,41355.68,0,41355.68,35953.34
0302A,13300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,81765.76,0,81765.76,76071.6
0302A,13300,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,3923.88,0,3923.88,5873.88
0302A,13300,12300,RESIDENCIA PERSONAL FUNCIONARIO,12385.16,0,12385.16,11570.61
0302A,13300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,77494.56,0,77494.56,77256.12
0302A,13300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,79295.52,0,79295.52,78982.49
0302A,13300,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,13989.36,0,13989.36,13466.69
0302A,13300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,90243.6,0,90243.6,89064.59
0302A,13300,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,383744.52,0,383744.52,387322.67
0302A,13300,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,20968.68,0,20968.68,17872.01
0302A,13300,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,500,0,500,0
0302A,13300,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,30101.57,0,30101.57,30097.82
0302A,13300,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,680,0,680,127.35
0302A,13300,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",450,0,450,0
0302A,13300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,700,1999.93,2699.93,5172.47
0302A,13300,22104,VESTUARIO,270,0,270,253.5
0302A,13300,22602,PUBLICIDAD Y PROPAGANDA,0,0,0,9066.84
0302A,13300,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",0,0,0,10162.61
0302A,13300,22610,CUOTAS FEDERACION DE MUNICIPIOS,3000,0,3000,2400
0302A,13300,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,30326.48,30326.48,166547.07
0302A,13300,22699,OTROS GASTOS DIVERSOS,74500,51.36,74551.36,16142.76
0302A,13300,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,0,0,0,34440
0302A,13300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1564007.01,0,1564007.01,1288277.52
0302A,13300,23010,DIETAS DEL PERSONAL DIRECTIVO,160,0,160,0
0302A,13300,23020,DIETAS DEL PERSONAL NO DIRECTIVO,60,0,60,309.35
0302A,13300,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,300,0,300,0
0302A,13300,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,300,0,300,148.54
0302A,13300,47900,OTRAS SUBVENCIONES A EMPRESAS PRIVADAS,20000,0,20000,0
0302A,13300,48941,OTRAS TRANSF. FUND. CAN. DE LA FED. DE EMPRESARIOS DEL METAL,45000,0,45000,45000
0302A,44110,44200,SUBV. PARA REDUCIR EL PRECIO A PAGAR POR LOS CONSUMIDORES,150000,0,150000,150000
0302A,44110,44900,OTRAS SUBV. A ENTES PÚBL. Y SOC. MERCANTILES DEL AYTO.,7618000,0,7618000,7618000
0302A,44110,46700,TRANSFERENCIAS CORRIENTES A CONSORCIOS,3178245.42,127556.66,3305802.08,3305802.08
0302A,44110,74900,OTRAS SUBV. A ENTES PÚBL Y SOC. MERCANTILES DE LA ENT. LOCAL,1500000,0,1500000,1500000
0302B,13200,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,253765.44,38470.6,292236.04,253765.44
0302B,13200,22103,COMBUSTIBLES Y CARBURANTES,252000,0,252000,129058.28
0302B,13600,22103,COMBUSTIBLES Y CARBURANTES,0,0,0,0
0302B,16500,22103,COMBUSTIBLES Y CARBURANTES,42000,0,42000,20313.63
0302B,17100,22103,COMBUSTIBLES Y CARBURANTES,8160,0,8160,5208.93
0302B,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,18907.98,0,18907.98,17628.24
0302B,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,14526,0,14526,14671.44
0302B,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,8422.56,0,8422.56,8272.89
0302B,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,14014.38,0,14014.38,13588.13
0302B,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,16582.86,0,16582.86,15601.14
0302B,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,28666.88,0,28666.88,27646.08
0302B,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,4583.64,0,4583.64,4617
0302B,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,5345.28,0,5345.28,5162.4
0302B,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,304890.32,0,304890.32,292179.74
0302B,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,271575.89,0,271575.89,258666.24
0302B,92000,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,39389.16,0,39389.16,46587.48
0302B,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,461824.92,0,461824.92,455705.58
0302B,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,163905.48,0,163905.48,164283.24
0302B,92000,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,71567.52,0,71567.52,61017.51
0302B,92000,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,105040.99,0,105040.99,107605.03
0302B,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",0,9000,9000,2099.28
0302B,92000,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,244986.5,-1220,243766.5,228704.54
0302B,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,500,0,500,965.15
0302B,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,200,0,200,0
0302B,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,300,0,300,427.13
0302B,92000,22103,COMBUSTIBLES Y CARBURANTES,114000,0,114000,56033.51
0302B,92000,22104,VESTUARIO,7706,0,7706,7677.98
0302B,92000,22401,PRIMAS DE SEGUROS. VEHÍCULOS,125000,0,125000,72448.01
0302B,92000,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,43849.06
0302B,92000,22700,LIMPIEZA Y ASEO,95790.4,0,95790.4,92555
0302C,17000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,73146.96,0,73146.96,73198.07
0302C,17000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,258062.76,0,258062.76,256742.91
0302C,17000,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,2689.44,0,2689.44,1922.81
0302C,17000,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",7768.2,0,7768.2,7935.02
0302C,17000,20900,CÁNONES,27500,0,27500,16602.31
0302C,17000,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,17004.44,0,17004.44,17210.31
0302C,17000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,41000,0,41000,0
0302C,17000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",4000,0,4000,0
0302C,17000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,293.82
0302C,17000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,175,0,175,0
0302C,17000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",250,0,250,0
0302C,17000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,4000,0,4000,0
0302C,17000,22103,COMBUSTIBLES Y CARBURANTES,1300,0,1300,0
0302C,17000,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1200,0,1200,0
0302C,17000,22199,OTROS SUMINISTROS,5000,0,5000,0
0302C,17000,22300,GASTOS DE TRANSPORTES,4500,0,4500,749
0302C,17000,22602,PUBLICIDAD Y PROPAGANDA,29057.62,0,29057.62,69067.7
0302C,17000,22603,PUBLICACIÓN EN DIARIOS OFICIALES,0,0,0,819.03
0302C,17000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",8000,0,8000,5992
0302C,17000,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,20000,0,20000,67832.33
0302C,17000,22698,GASTOS DIVERSOS. SOCIEDAD GNRAL. DE AUTORES,2500,0,2500,0
0302C,17000,22699,OTROS GASTOS DIVERSOS,72950,0,72950,80557.1
0302C,17000,22700,LIMPIEZA Y ASEO,2344824.61,0,2344824.61,2321713.8
0302C,17000,22701,SEGURIDAD,12000,0,12000,374.5
0302C,17000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,131256.1,0,131256.1,93170.56
0302C,17000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,401714.03,0,401714.03,270545.4
0302C,17000,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1100,0,1100,692.93
0302C,17000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,900,0,900,633.54
0302C,17000,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1100,0,1100,1041.77
0302C,17000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,900,0,900,800.72
0302C,17000,61900,OTRAS REPOSICIONES DE USO GENERAL,33011,0,33011,27002.25
0302C,17000,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",31501,0,31501,11556
0401A,17100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8726.76,0,8726.76,8814.12
0401A,17100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,4465.44,0,4465.44,4403.4
0401A,17100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,3828.36,0,3828.36,3867.15
0401A,17100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,4241.16,0,4241.16,4283.64
0401A,17100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,7329.6,80,7409.6,7405.2
0401A,17100,12300,RESIDENCIA PERSONAL FUNCIONARIO,1401.12,0,1401.12,1415.16
0401A,17100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,30825.69,0,30825.69,27957.35
0401A,17100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,27794.09,0,27794.09,24790.8
0401A,17100,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,3141.72,0,3141.72,3342.92
0401A,17100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,198600.6,0,198600.6,209099.22
0401A,17100,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,243187.68,0,243187.68,239644.98
0401A,17100,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,9708.48,0,9708.48,7843.52
0401A,17100,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,0,570,570,570
0401A,17100,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",1500,0,1500,0
0401A,17100,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACIÓN,2789.22,0,2789.22,851.72
0401A,17100,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,3000,0,3000,0
0401A,17100,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,9000,300.11,9300.11,5832.84
0401A,17100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",800,0,800,0
0401A,17100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,600,0,600,0
0401A,17100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1500,0,1500,0
0401A,17100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",500,0,500,27.4
0401A,17100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000,0,2000,4923.06
0401A,17100,22101,AGUA,2870249.22,249156.65,3119405.87,3466510.88
0401A,17100,22104,VESTUARIO,1500,0,1500,9095.2
0401A,17100,22109,ÚTILES Y HERRAMIENTAS,1500,0,1500,101.24
0401A,17100,22199,OTROS SUMINISTROS,2500,0,2500,0
0401A,17100,22299,OTROS GASTOS EN COMUNICACIONES,600,0,600,0
0401A,17100,22602,PUBLICIDAD Y PROPAGANDA,1500,0,1500,0
0401A,17100,22610,CUOTAS FEDERACION DE MUNICIPIOS,200,0,200,0
0401A,17100,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,1958.1,1958.1,2971550.48
0401A,17100,22699,OTROS GASTOS DIVERSOS,800,442.47,1242.47,2230.47
0401A,17100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,2500,0,2500,0
0401A,17100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,13041461.56,0,13041461.56,9039775.92
0401A,17100,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,3000,0,3000,312
0401A,17100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1500,0,1500,197.91
0401A,17100,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1250,0,1250,264.97
0401A,17100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1000,0,1000,386.71
0401A,17100,26000,TRABAJOS REALIZADOS POR INSTITUCIONES SIN FINES DE LUCRO,0,430,430,0
0401A,93300,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8726.76,0,8726.76,3601.47
0401A,93300,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,3189.6,0,3189.6,1316.51
0401A,93300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,4904.4,0,4904.4,2255.42
0401A,93300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,6179.28,0,6179.28,2550.12
0401A,93300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,12948.96,0,12948.96,5345.55
0401A,93300,12300,RESIDENCIA PERSONAL FUNCIONARIO,1401.12,0,1401.12,578.24
0401A,93300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,40315.08,0,40315.08,40522.21
0401A,93300,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,64467.24,0,64467.24,62505.32
0401A,93300,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,3570,0,3570,3076.42
0401A,93300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,900,0,900,800.78
0401A,93300,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,523768.94
0401A,93300,22699,OTROS GASTOS DIVERSOS,800,0,800,0
0401A,93300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1578300,-90000,1488300,788292.81
0401A,93300,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,0,27653.85,27653.85,0
0401B,31100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13441.8,0,13441.8,13576.32
0401B,31100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,5811.42,0,5811.42,0
0401B,31100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,10181.22,0,10181.22,8814.12
0401B,31100,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,12710.25,0,12710.25,6082.8
0401B,31100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,6879.12,0,6879.12,6687.73
0401B,31100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,17595.93,0,17595.93,13649.53
0401B,31100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,22544.37,0,22544.37,16407.52
0401B,31100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,43570.4,0,43570.4,34620.72
0401B,31100,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,1212.24,0,1212.24,0
0401B,31100,12300,RESIDENCIA PERSONAL FUNCIONARIO,6584.19,0,6584.19,4482.31
0401B,31100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,71267.36,0,71267.36,70832.49
0401B,31100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,76280.58,0,76280.58,75095.35
0401B,31100,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,1047.72,0,1047.72,918.96
0401B,31100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,160984.2,0,160984.2,163919.03
0401B,31100,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,21465,0,21465,21463.43
0401B,31100,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,8013.48,0,8013.48,6233.52
0401B,31100,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,5737.68,0,5737.68,10014.36
0401B,31100,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,0,0,0,2493.1
0401B,31100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,510,0,510,74.9
0401B,31100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1020,0,1020,738.89
0401B,31100,22104,VESTUARIO,0,0,0,3056.89
0401B,31100,22109,ÚTILES Y HERRAMIENTAS,2040,0,2040,3999.97
0401B,31100,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1020,0,1020,2499.81
0401B,31100,22113,MANUTENCIÓN DE ANIMALES,1938,0,1938,4796.6
0401B,31100,22199,OTROS SUMINISTROS,61020,0,61020,59912.64
0401B,31100,22602,PUBLICIDAD Y PROPAGANDA,44670,0,44670,3326.31
0401B,31100,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",3060,0,3060,0
0401B,31100,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,0,0,0,776
0401B,31100,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,138277.16
0401B,31100,22699,OTROS GASTOS DIVERSOS,25013.64,0,25013.64,36107.79
0401B,31100,22701,SEGURIDAD,0,0,0,940
0401B,31100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,258861.63,0,258861.63,119780.14
0401B,31100,48935,OTRAS TRANSFERENCIAS ASOCIACIÓN ALBERGUE BAÑADEROS,42000,0,42000,3500
0401C,16400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,538.65,0,538.65,515.61
0401C,16400,22603,PUBLICACIÓN EN DIARIOS OFICIALES,0,0,0,658.69
0401C,16400,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",82000,29750.23,111750.23,83580.43
0401C,16400,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,9992.5
0401C,16400,22699,OTROS GASTOS DIVERSOS,1580174.43,0,1580174.43,0
0401C,16400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,24000,0,24000,1596908.73
0401C,16400,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,384.75,0,384.75,0
0401C,16400,35200,INTERESES DE DEMORA,341373.8,-29750.23,311623.57,197908.54
0401D,15320,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,2240.3,0,2240.3,0
0401D,15320,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,12591.41,0,12591.41,11739.12
0401D,15320,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,18907.98,0,18907.98,17628.24
0401D,15320,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,8590.8,0,8590.8,8501.36
0401D,15320,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,15037.88,0,15037.88,13384.81
0401D,15320,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,18120.73,0,18120.73,15907.32
0401D,15320,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,38236.08,0,38236.08,33570.24
0401D,15320,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,2343.96,0,2343.96,2041.32
0401D,15320,12300,RESIDENCIA PERSONAL FUNCIONARIO,5223.08,0,5223.08,4546.56
0401D,15320,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,46816.73,0,46816.73,12392.75
0401D,15320,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,47445.26,0,47445.26,10855.87
0401D,15320,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,3298.2,0,3298.2,2715.48
0401D,15320,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,181367.88,0,181367.88,182439.21
0401D,15320,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,357353.16,0,357353.16,362614.73
0401D,15320,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,20132.52,0,20132.52,16745.29
0401D,15320,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,73773.52,-6510.11,67263.41,4556.95
0401D,15320,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,200,0,200,0
0401D,15320,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,200,0,200,2691.82
0401D,15320,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,400,0,400,0
0401D,15320,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",180,0,180,4938.24
0401D,15320,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,500,0,500,4627.12
