#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0250B,15103,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",15000.0,,15000.0,77050.03,
0250B,15103,22697,INDEMNIZACIONES POR SENTENCIAS,100000.0,924476.6,1024476.6,924476.6,
0250B,15103,22699,OTROS GASTOS DIVERSOS,25000.0,-17597.54,7402.46,8589.17,
0250B,15103,22701,SEGURIDAD,,,,,
0250B,15103,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,50000.0,,50000.0,142802.33,
0250B,15103,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,50457.0,-49800.0,657.0,,
0250B,15103,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,,
0250B,15103,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,,
0250B,15103,35200,INTERESES DE DEMORA,1058636.6,172687.16,1231323.76,1325549.28,
0250B,15103,48100,"PREMIOS, BECAS, PENSIONES PARA ESTUDIO E INVESTIGACIÓN",,4500.0,4500.0,3500.0,
0250B,15103,60000,INVERSIONES EN TERRENOS,7455099.96,2655604.08,10110704.04,9057854.43,-154907.0
0250B,15103,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,794184.76,794184.76,794184.76,
0250B,15103,61900,OTRAS REPOSICIONES DE USO GENERAL,545264.55,1691738.69,2237003.24,2604452.67,
0250B,15103,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,2068677.38,2068677.38,2054336.83,
0250B,15103,78900,OTRAS TRANSFERENCIAS DE CAPITAL,,119621.5,119621.5,105861.52,
0250B,15107,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,102494.08,102494.08,102494.08,
0250B,15107,61900,OTRAS REPOSICIONES DE USO GENERAL,,103707.38,103707.38,103707.38,
0250B,15107,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,,84304.69,84304.69,84304.69,
0250B,15112,60900,OTRAS INVERSIONES NUEVAS EN INFRAESTR. Y BIENES DE USO GNRAL,390000.0,2656392.86,3046392.86,,2656392.86
0250B,15112,61900,OTRAS INVERS. DE REPOSIC. EN INFRAEST. Y BIENES DE USO GNRAL,310000.0,575731.14,885731.14,,575731.14
0250B,15112,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,1286623.18,,1286623.18,,
0250B,15112,63200,REPOSICIÓN DE EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,,
0250B,15117,61900,OTRAS INVERS. DE REPOSIC. EN INFRAEST. Y BIENES DE USO GNRAL,1104884.62,1867171.37,2972055.99,2485015.92,
0250B,15123,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,147764.22,1421953.73,1569717.95,1240405.58,1023511.14
0250C,15200,20200,ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES,25000.0,,25000.0,20344.01,
0250C,15200,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1400.0,,1400.0,4062.04,
0250C,15200,21201,REPARACIÓN Y MANTENIMIENTO DE VIVIENDAS,45000.0,,45000.0,49770.05,
0250C,15200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3000.0,,3000.0,2211.12,
0250C,15200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1800.0,,1800.0,,
0250C,15200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000.0,,5000.0,2999.79,
0250C,15200,22100,ENERGÍA ELÉCTRICA,1500.0,,1500.0,1013.1,
0250C,15200,22101,AGUA,500.0,,500.0,89.63,
0250C,15200,22200,SERVICIOS DE TELECOMUNICACIONES,200.0,,200.0,635.4,
0250C,15200,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",32500.0,,32500.0,35092.75,
0250C,15200,22614,CUOTAS DE COMUNIDAD,58000.0,,58000.0,51267.62,
0250C,15200,22697,INDEMNIZACIONES POR SENTENCIAS,,43802.64,43802.64,43802.64,
0250C,15200,22699,OTROS GASTOS DIVERSOS,10200.0,,10200.0,2267.2,
0250C,15200,22701,SEGURIDAD,21000.0,,21000.0,31737.61,
0250C,15200,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,125000.0,0.01,125000.01,127915.41,0.01
0250C,15200,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,500.0,,500.0,,
0250C,15200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,500.0,,500.0,,
0250C,15200,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1000.0,,1000.0,,
0250C,15200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1000.0,,1000.0,3.8,
0250C,15200,35200,INTERESES DE DEMORA,5000.0,,5000.0,4411.42,
0250C,15200,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,600000.0,150000.0,750000.0,749103.75,
0250C,15200,60900,OTRAS INVERSIONES NUEVAS EN INFRAESTR. Y BIENES DE USO GNRAL,21173.25,15469.11,36642.36,19512.06,15469.11
0250C,15200,68200,GASTOS EN INVERSIONES DE EDIFICIOS Y OTRAS CONSTRUCCIONES,88808.65,759692.57,848501.22,767838.46,106024.41
0250C,15200,78900,OTRAS TRANSFERENCIAS DE CAPITAL,803604.7,1610490.36,2414095.06,358046.87,2048770.53
0250D,16100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,,13308.6,10914.53,
0250D,16100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,-3874.25,7633.51,,
0250D,16100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,17280.48,
0250D,16100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,11258.4,,11258.4,7197.47,
0250D,16100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,18562.08,,18562.08,18564.47,
0250D,16100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,28684.44,,28684.44,55345.81,
0250D,16100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,43007.52,-13717.89,29289.63,29289.63,
0250D,16100,12300,RESIDENCIA PERSONAL FUNCIONARIO,6515.28,,6515.28,4462.59,
0250D,16100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,64299.84,,64299.84,55849.52,
0250D,16100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,33993.24,,33993.24,34614.19,
0250D,16100,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,127139.4,,127139.4,124446.21,
0250D,16100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,981.19,
0250D,16100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",190.0,,190.0,,
0250D,16100,21500,REPAR/MANTEN. MOBILIARIO,142.0,,142.0,516.99,
0250D,16100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,190.0,,190.0,,
0250D,16100,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,,,,45124.4,
0250D,16100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1710.0,,1710.0,,
0250D,16100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",171.0,,171.0,,
0250D,16100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1710.0,,1710.0,3002.72,
0250D,16100,22103,COMBUSTIBLES Y CARBURANTES,4720.0,,4720.0,,
0250D,16100,22109,ÚTILES Y HERRAMIENTAS,171.0,,171.0,,
0250D,16100,22199,OTROS SUMINISTROS,171.0,,171.0,704.0,
0250D,16100,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",,,,1052.6,
0250D,16100,22699,OTROS GASTOS DIVERSOS,2936.0,,2936.0,,
0250D,16100,22703,SERVICIOS POSTALES Y MENSAJERÍA,380.0,,380.0,,
0250D,16100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,64786.0,,64786.0,38110.99,
0250D,16100,22792,DESMANTELAMIENTO Y REPARACIÓN DE PLANTAS DESALADORAS,500000.0,-270091.3,229908.7,218311.53,
0250D,16100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,5137729.56,-116943.63,5020785.93,414900.68,
0250D,16100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,142.0,,142.0,,
0250D,16100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,380.0,,380.0,,
0250D,16100,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,387034.93,387034.93,372034.93,
0250D,16100,61900,OTRAS REPOSICIONES DE USO GENERAL,,488589.06,488589.06,488589.06,
0251A,15600,21500,REPAR/MANTEN. MOBILIARIO,200.0,,200.0,,
0251A,15600,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,200.0,,200.0,,
0251A,15600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,400.0,,400.0,675.55,
0251A,15600,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",180.0,,180.0,,
0251A,15600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,500.0,,500.0,,
0251A,15600,22199,OTROS SUMINISTROS,250.0,,250.0,,
0251A,15600,22300,GASTOS DE TRANSPORTES,400.0,,400.0,,
0251A,15600,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,,,,124.01,
0251A,15600,22602,PUBLICIDAD Y PROPAGANDA,250.0,,250.0,848.51,
0251A,15600,22699,OTROS GASTOS DIVERSOS,1665.0,,1665.0,1360.13,
0251A,15600,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,,,,535.0,
0251A,15600,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,400.0,,400.0,400.0,
0251A,15600,23020,DIETAS DEL PERSONAL NO DIRECTIVO,250.0,,250.0,201.0,
0251A,15600,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1850.0,,1850.0,483.13,
0251A,15600,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,100.0,,100.0,183.13,
0251A,15600,64100,GASTOS EN APLICACIONES INFORMÁTICAS,150.0,,150.0,,
0251A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,57888.0,-661.31,57226.69,54528.87,
0251A,91200,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,53239.8,,53239.8,19374.04,
0251A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,,,1915.78,
0251A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,,,1833.92,
0251A,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,,,2293.44,
0251A,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,,,30520.44,
0251B,15500,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,8872.4,-7763.35,1109.05,,
0251B,15500,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,13425.72,-958.98,12466.74,11507.76,
0251B,15500,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,17164.35,
0251B,15500,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7191.0,-3735.32,3455.68,3455.68,
0251B,15500,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,8327.4,-484.34,7843.06,7513.68,
0251B,15500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,19208.2,-5830.6,13377.6,12912.18,
0251B,15500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,30340.92,-9770.13,20570.79,19738.39,
0251B,15500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,40853.58,-13347.38,27506.2,26362.03,
0251B,15500,12300,RESIDENCIA PERSONAL FUNCIONARIO,7252.88,-826.36,6426.52,4987.6,
0251B,15500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,50146.2,,50146.2,45800.63,
0251B,15500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,45660.72,,45660.72,42460.13,
0251B,15500,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,120104.52,,120104.52,130109.3,
0251B,15500,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,411025.08,-17139.57,393885.51,393885.51,
0251B,15500,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,10270.89,
0251B,15500,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,,
0251B,15500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,2271.35,
0251B,15500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,500.0,,500.0,,
0251B,15500,22104,VESTUARIO,300.0,,300.0,225.55,
0251B,15500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4463956.26,,4463956.26,4450096.43,
0251B,15500,61900,OTRAS INVERS. DE REPOSIC. EN INFRAEST. Y BIENES DE USO GNRAL,1373318.4,638044.67,2011363.07,1295473.83,52529.43
0350A,13000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,23638.2,-1575.32,22062.88,13348.02,
0350A,13000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,25777.32,,25777.32,15036.77,
0350A,13000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,,,19455.41,
0350A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,60590.16,-3515.97,57074.19,57074.19,
0350A,91200,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,54910.2,-23314.73,31595.47,31595.47,
0350B,13300,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,-11903.8,1404.8,1404.8,
0350B,13300,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,36441.24,-5753.88,30687.36,27593.87,
0350B,13300,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,69121.92,,69121.92,69516.77,
0350B,13300,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,26164.92,,26164.92,25009.88,
0350B,13300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,49050.42,-5932.28,43118.14,40964.98,
0350B,13300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,73343.68,-16959.17,56384.51,56384.51,
0350B,13300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,104343.56,-24371.57,79971.99,79971.99,
0350B,13300,12300,RESIDENCIA PERSONAL FUNCIONARIO,18483.68,-841.2,17642.48,15412.41,
0350B,13300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,15442.64,,15442.64,19998.6,
0350B,13300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,13225.28,,13225.28,18576.5,
0350B,13300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,19760.16,-19760.16,,,
0350B,13300,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,222353.4,,222353.4,220683.13,
0350B,13300,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,46.87,
0350B,13300,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,57186.39,,57186.39,57119.67,
0350B,13300,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,681.42,,681.42,2031.48,
0350B,13300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,692.55,,692.55,1005.8,
0350B,13300,22104,VESTUARIO,270.75,,270.75,367.66,
0350B,13300,22699,OTROS GASTOS DIVERSOS,950.0,,950.0,,
0350B,13300,22709,SERVICIO DE GRÚAS,,,,,
0350B,13300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1546864.14,,1546864.14,1464575.48,
0350B,13300,23020,DIETAS DEL PERSONAL NO DIRECTIVO,270.75,,270.75,,
0350B,13300,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,541.5,,541.5,,
0350B,44000,44900,OTRAS SUBV. A ENTES PÚBL.SOC. MERCANTILES DE LA ENT. LOCAL,9724370.82,,9724370.82,9724370.82,
0350B,44000,46700,TRANSFERENCIAS CTES. A CONSORCIOS,3150000.0,,3150000.0,3150000.0,
0350B,44000,85090,RESTO DE ADQUISICIONES DE ACCIONES DENTRO DEL SECTOR PÚBLICO,1037739.4,,1037739.4,1037739.4,
0350C,13000,20400,ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE,329860.8,,329860.8,329860.8,
0350C,13000,22103,COMBUSTIBLES Y CARBURANTES,50920.03,,50920.03,50920.03,
0350C,13500,62400,ELEMENTOS DE TRANSPORTE,,2096339.88,2096339.88,,2096339.88
0350C,16500,22103,COMBUSTIBLES Y CARBURANTES,6123.23,13126.77,19250.0,15689.29,
0350C,17100,22103,COMBUSTIBLES Y CARBURANTES,1704.7,1600.0,3304.7,3266.06,
0350C,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,25920.72,,25920.72,25920.72,
0350C,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,21573.0,,21573.0,21573.0,
0350C,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,13012.08,,13012.08,12959.46,
0350C,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,19504.2,,19504.2,19504.18,
0350C,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,25194.12,,25194.12,25194.12,
0350C,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,35722.68,,35722.68,35722.68,
0350C,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,7591.68,,7591.68,7591.68,
0350C,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,318079.2,-5822.07,312257.13,308211.86,
0350C,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,306721.08,,306721.08,322834.97,
0350C,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,109066.8,-36000.0,73066.8,72321.02,
0350C,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,493542.24,,493542.24,480550.4,
0350C,92000,20400,ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE,110003.12,,110003.12,110008.08,
0350C,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,,825.13,
0350C,92000,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,231645.58,,231645.58,239936.76,
0350C,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,559.14,
0350C,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000.0,,1000.0,1056.15,
0350C,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,500.0,,500.0,434.77,
0350C,92000,22103,COMBUSTIBLES Y CARBURANTES,249252.04,,249252.04,276698.74,
0350C,92000,22104,VESTUARIO,17375.0,,17375.0,10752.34,
0350C,92000,22401,PRIMAS DE SEGUROS. VEHICULOS,145000.0,,145000.0,85363.58,
0350C,92000,22700,LIMPIEZA Y ASEO,95790.42,,95790.42,95790.36,
0350C,92000,64100,GASTOS EN APLICACIONES INFORMÁTICAS,1000.0,,1000.0,744.95,
0350D,92000,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,6581.64,,6581.64,6493.18,
0350D,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,969.84,,969.84,956.8,
0350D,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,2955.96,,2955.96,2875.42,
0350D,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,3252.24,,3252.24,3431.19,
0350D,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,6931.68,,6931.68,6867.8,
0350D,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,1009.92,,1009.92,996.34,
0350D,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,100750.3,-21615.04,79135.26,79135.26,
0350D,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,97740.58,-12159.78,85580.8,85580.8,
0350D,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,79040.64,-54726.64,24314.0,24314.0,
0350D,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,122662.2,-3610.71,119051.49,119051.49,
0350D,92000,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,6000.0,,6000.0,,
0350D,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,12580.0,,12580.0,10324.4,
0350D,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,,294.56,
0350D,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,447.81,
0350D,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,400.0,,400.0,1045.39,
0350D,92000,22104,VESTUARIO,7700.0,,7700.0,7651.86,
0350D,92000,22109,ÚTILES Y HERRAMIENTAS,3500.0,,3500.0,3490.62,
0350D,92000,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1900.0,,1900.0,1898.9,
0350E,17200,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,26617.2,,26617.2,26617.2,
0350E,17200,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,36441.24,-13550.81,22890.43,22890.43,
0350E,17200,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8640.24,,8640.24,9781.99,
0350E,17200,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7191.0,,7191.0,7191.0,
0350E,17200,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,27790.92,,27790.92,24524.44,
0350E,17200,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,30565.88,,30565.88,28286.33,
0350E,17200,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,44312.32,-5148.84,39163.48,38714.61,
0350E,17200,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,61483.36,-6244.33,55239.03,55239.03,
0350E,17200,12300,RESIDENCIA PERSONAL FUNCIONARIO,11975.12,,11975.12,10177.33,
0350E,17200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,29583.84,,29583.84,33906.84,
0350E,17200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,24477.48,,24477.48,28424.94,
0350E,17200,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,62442.84,,62442.84,59155.45,
0350E,17200,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,55560.48,,55560.48,57228.35,
0350E,17200,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,1000.0,,1000.0,,
0350E,17200,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,22439.35,,22439.35,,
0350E,17200,21500,REPAR/MANTEN. MOBILIARIO,300.0,,300.0,,
0350E,17200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,300.0,,300.0,,
0350E,17200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",300.0,,300.0,,
0350E,17200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1200.0,,1200.0,2220.63,
0350E,17200,22610,"CUOTAS """"FEDERACION DE MUNICIPIOS""""",350.0,,350.0,300.0,
0350E,17200,22617,CUOTAS ''RED DE CIUDADES POR LA BICICLETA'',3000.0,,3000.0,,
0350E,17200,22699,OTROS GASTOS DIVERSOS,,14336.0,14336.0,5645.75,
0350E,17200,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,20000.0,,20000.0,11210.0,
0350E,17200,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,431579.0,,431579.0,416947.55,
0350E,17200,23020,DIETAS DEL PERSONAL NO DIRECTIVO,400.0,,400.0,1095.4,
0350E,17200,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,3000.0,,3000.0,1417.66,
0350E,17200,41000,TRANSFERENCIAS CTES. A ORGANISMOS AUTÓNOMOS DE LA ENTIDAD LO,237286.54,,237286.54,237286.54,
0351A,31300,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,,13308.6,13308.6,
0351A,31300,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,11507.76,
0351A,31300,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,12937.14,
0351A,31300,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7191.0,,7191.0,3335.83,
0351A,31300,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,13285.68,,13285.68,10892.57,
0351A,31300,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,18821.76,,18821.76,17046.13,
0351A,31300,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,26484.48,,26484.48,31793.1,
0351A,31300,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,36884.04,-6854.77,30029.27,30029.27,
0351A,31300,12300,RESIDENCIA PERSONAL FUNCIONARIO,7658.64,,7658.64,6348.34,
0351A,31300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,83649.12,,83649.12,81204.77,
0351A,31300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,74234.16,4477.17,78711.33,86248.06,
0351A,31300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,19760.16,,19760.16,18183.95,
0351A,31300,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,147514.08,,147514.08,152366.84,
0351A,31300,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,144.45,
0351A,31300,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,500.0,
0351A,31300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3500.0,,3500.0,3000.0,
0351A,31300,22104,VESTUARIO,2000.0,,2000.0,2000.0,
0351A,31300,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,500.0,,500.0,,
0351A,31300,22109,ÚTILES Y HERRAMIENTAS,3000.0,,3000.0,1800.0,
0351A,31300,22110,PRODUCTOS DE LIMPIEZA Y ASEO,1000.0,,1000.0,1000.0,
0351A,31300,22113,MANUTENCIÓN DE ANIMALES,2968.99,,2968.99,2683.5,
0351A,31300,22199,OTROS SUMINISTROS,60000.0,,60000.0,21399.94,
0351A,31300,22300,GASTOS DE TRANSPORTES,,,,342.4,
0351A,31300,22699,OTROS GASTOS DIVERSOS,64069.77,,64069.77,81254.59,
0351A,31300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,252409.7,,252409.7,273373.74,
0450A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,57888.0,-3359.13,54528.87,54528.87,
